map,id,register_no,name,date_iso,date_display,date_confidence,lat,lng,coord_precision,type,layer,summary,result,native_groups,sources,notes
military-engagements,reg-28-search-for-malim-village,28,Search for Malim Village,1815,"November 27–28, 1815",range,37.18,-120.82,place,raid,phase3b,"Junction of Mariposa Creek and the San Joaquin River, near Los Banos. Guide (from Malim village) told them he knew the way, then when they arrived said he didn't know where it was — ""but he did know that this was his country and we were hunting for his village."" Guide given 10 lashes. Village found but inhabitants had escaped. 2 Christians from Santa Cruz captured.","Failed — guide resistance, inhabitants escaped",,"Pico diary (Cook, pp. 277–278). Cook note [9]: Malim between Cheneches and Nupchenches along SJ River.",
military-engagements,reg-29-martinez-incident-at-bubal,29,Martinez Incident at Bubal,1816-05,May 1816,month,36.1,-119.85,place,raid,phase3b,"Village of Bubal (Wowol), western shore of Tulare Lake (Cook note [6]). Fr. Luis Antonio Martinez burned village of Pusas. Lively controversy with other friars over his behavior.",Village burned — controversy among Franciscans,,"Cook, pp. 279–286. Cook note [6]: Bubal = Wowol, NE shore of Tulare Lake.",
military-engagements,reg-30-battle-at-malime-tasnil,30,Battle at Malime/Tasnil,1816-12,December 1816,month,36.97,-122.03,place,battle,phase3b,Near Santa Cruz. Inter-indigenous: Christians vs. gentiles. 4 killed.,4 killed — inter-indigenous,,Bancroft II.,
military-engagements,reg-31-armed-encounter-on-sacramento,31,Armed Encounter on Sacramento,1817-05,May 1817,month,38.3,-121.5,place,standoff,phase3b,"Sacramento River, ~50 miles from SF. Standoff; Spanish retreated.",Standoff — Spanish retreated,,Bancroft II.,
military-engagements,reg-32-skirmish-with-fugitives-on-sacramento,32,Skirmish with Fugitives on Sacramento,1817-05,May 1817,month,38.1,-121.6,place,battle,phase3b,Sacramento delta island. Minor skirmish; 1 wounded.,Minor skirmish,,Bancroft II.,
military-engagements,reg-33-campaign-against-muquelenis,33,Campaign against Muquelenis,1819-10,October 1819,month,38.15,-121.3,place,raid,phase3b,"Mokelumne, eastern delta. Spanish reported success.",Spanish reported success,,Bancroft II. C-A 17.,
military-engagements,reg-34-garcia-s-battle-at-jayaya-tape,34,Garcia's Battle at Jayaya/Tape,1815,ca. 1815–20,range,37.1,-121.0,place,battle,phase3b,"Beyond Santa Rita, near SJB. Spanish nearly defeated; chaotic retreat.",Spanish near-defeat,,Bancroft II.,
military-engagements,reg-35-boronda-s-campaign-at-tachi,35,Boronda's Campaign at Tachi,1815,ca. 1815–20,range,36.3,-119.88,place,battle,phase3b,"Tachi village, west of Tulare Lake near Lemoore (Cook note [2]: ""not far west of Lemoore""). Same village Ortega raided in Nov 1815. ""Arrows raining; underground defenses."" Indigenous fortification.",Contested — indigenous defensive innovation,,Bancroft II. Cook note [2] on Tachi location.,
military-engagements,reg-68-moraga-s-failed-expedition-to-amajava,68,Moraga's Failed Expedition to Amajava,1819,1819,year,34.5,-119.5,place,raid,phase3b,"Interior Santa Barbara. ""Impassable roads, no water/pasture. Sin haber podido llegar á la ranchería de los Amajavas."" Gentiles attacked others as reprisal for mission punishment.",Failed — could not reach objective,,"C-A 17, n240, p. 453.",
military-engagements,killing-of-padre-quintana-at-santa-cruz,,Killing of Padre Quintana at Santa Cruz,1812-10-12,"October 12, 1812",exact,36.975,-122.025,place,battle,phase3b,"Neophytes at Mission Santa Cruz killed Padre Andrés Quintana after he used a wire-tipped whip on them. Lorenzo Asisara's eyewitness account (recorded 1877) is the primary source. Planned conspiracy among neophytes — lured padre out at night, strangled and mutilated him. Death concealed as natural for years.",Padre killed — indigenous resistance to mission abuse,,"Lorenzo Asisara account (Beebe & Senkewicz, pp. 284–293). Bancroft II.",
military-engagements,reg-69-sanchez-sf-campaign,69,Sánchez SF Campaign,1820,1820,year,37.8,-122.38,place,battle,phase3b,"SF area. Solá: campaign under Sargento Sánchez ""fue muy brillante."" Recommended for alférez despite near-invalid status.","Spanish success — ""muy brillante""",,"C-A 17, n240, p. 455.",
military-engagements,reg-36-battle-of-punta-de-guijarros-lelia-byrd,36,Battle of Punta de Guijarros (Lelia Byrd),1803-03,March 1803,month,32.67,-117.24,place,battle,maritime,FIRST NAVAL ENGAGEMENT in California. Shore battery vs. American frigate. Grapeshot exchanged; ship escaped.,Ship escaped — inconclusive,,Bancroft II. C-A 11.,
military-engagements,reg-37-battle-at-santa-catalina-frontera,37,Battle at Santa Catalina Frontera,1804,1804,year,30.5,-115.5,place,battle,maritime,Baja California frontier. Spanish victory in two phases; chief killed. Sargento Salgado wounded — musket ball lodged.,Spanish victory — 2 phases,,C-A 11.,
military-engagements,reg-41-english-ship-at-bodega-with-cannons-on-land,41,English Ship at Bodega with Cannons on Land,1793,1793,year,38.31,-122.98,place,standoff,maritime,English ship anchored at Bodega with cannons on land — possible temporary fortification. Same year as Spanish Bodega colonization failure.,Foreign military presence,,C-A 14.,
military-engagements,reg-42-de-la-cuadra-emergency-battery-at-monterey,42,De la Cuadra Emergency Battery at Monterey,1794-10,October 1794,month,36.605,-121.885,place,defense,maritime,Naval captain from Nootka finds NO defense at Monterey landing. Orders 4-cannon battery built on overlooking hill.,Emergency fortification,,C-A 14.,
military-engagements,reg-44-english-launches-at-santa-cruz,44,English Launches at Santa Cruz,1794-11,November 1794,month,36.975,-122.025,place,standoff,maritime,English launches at Santa Cruz coast; withdrew morning of Nov 28. Sargento Pedro Amador sent as reinforcement. Soldier Joaquín Mesa punished for misreporting.,English withdrew,,"C-A 7, n33, pp. 81–2.",
military-engagements,reg-53-san-diego-harbor-defense-protocol,53,San Diego Harbor Defense Protocol,1797,1797,year,32.672,-117.235,place,defense,maritime,Detailed defensive orders: artillery alternates 24-hr guard; live sentinel at batería; watch bocana del Estrecho. English aware of SJC fondeadero. Pedreros recommended at SJC embarcadero.,Defense planning — no engagement,,"C-A 9, n255+n270.",
military-engagements,reg-67-american-vessel-captured-at-refugio,67,American Vessel Captured at Refugio,1816,ca. 1816,circa,34.47,-120.07,place,battle,maritime,Sargento Carlos Carrillo reported 2 vessels. Alférez with 14 men captured 2 Americans + 2 Indians + 1 negro. Then 6 more Americans + 2 captains. Goleta prisionera.,Spanish capture American ship + crew,,"C-A 17, n160, pp. 313–41.",
military-engagements,reg-70-post-bouchard-defense-150-machetes,70,Post-Bouchard Defense: 150 Machetes,1819,1819,year,36.595,-121.895,place,defense,maritime,"Solá + Fr. Payeras: construct 150 machetes + cartucheras — ""por el corto número de espadas que tienen."" Model machetes sent to missions for production. Desperate arming.",Emergency arms production,,"C-A 17, n300.",
military-engagements,english-corsair-campaign-ca-response,,English Corsair Campaign — CA Response,1799,May–Sept 1799,range,36.61,-121.9,place,defense,maritime,"4 English frigates (22–24 guns each) raided Gulf of California shipping. Gov. Arrillaga: ""sin ningunos elementos de defensa."" 50-man militia raised; battery formed at Puerto Escondido.",English naval dominance — Spanish desperate defense,,C-A 14.,
military-engagements,bouchard-s-attack-on-monterey,,Bouchard's Attack on Monterey,1818,"November 20–26, 1818",range,36.595,-121.88,place,battle,maritime,"MAJOR NAVAL RAID. Argentine privateer Bouchard: Argentina (38 guns + 2 howitzers) + Santa Rosa (26 guns), ~285 crew. Spanish: 40 defenders (25 cavalry, 4 veteran artillery, 11 militia). Nov 21: 2-hour artillery duel — J.J. Vallejo's beach battery did most damage; 5+ insurgents killed. Nov 22: 400 men landed with 4 field pieces; Estrada's 25 men overwhelmed. Solá retreated to Salinas, saving archives + 6,000 cartridges. Presidio burned Nov 26-27. Damage: ~$10,000. Only foreign capture of a California capital.",Only time a California presidio fell to an enemy — Monterey burned,,"Solá, Noticia (report to viceroy). Prov. Rec. XII.164 (C-A 26). Prov. St. Pap. XX.228-30 (C-A 13). Ben. Mil. XLIX (C-A 17). 15+ Californio testimonies. Bancroft II, 227-243.",
military-engagements,bouchard-s-raid-on-refugio-ranch,,Bouchard's Raid on Refugio Ranch,1818,"December 2–3, 1818",range,34.465,-120.075,place,raid,maritime,"Dec 2: Bouchard landed, plundered and burned Ortega's ranch, killed cattle. Sgt. Carlos Carrillo with 30 men reached Sta Inés at 11:30 PM. Padres sent 40 armed neophytes + 35 more from SLO. Spanish ambush party captured 3 insurgents (Lt. William Taylor of Boston, Martin Romero, Mateo José Pascual).",Ranch destroyed; 3 insurgents captured by ambush,,"Padre Ullibarri to Payeras (Arch. Arzob. III.ii.24-6). Bancroft II, 236-237.",
military-engagements,bouchard-at-san-juan-capistrano,,Bouchard at San Juan Capistrano,1818,"December 14–15, 1818",range,33.505,-117.665,place,raid,maritime,"Dec 14-15: Alf. Santiago Argüello with 30 men from San Diego posted on hill. Bouchard landed, requested supplies, refused. Minor damage — straw houses burned, wine/brandy spilled. 4 insurgent deserters surrendered (John Rose, Scotch drummer; Pedro Zaldíbar; Nicolás Chavarría; Mateo José Pascual).",Minor damage; 4 insurgent deserters surrendered,,"Bancroft II, 240-241. Prov. St. Pap. XX.62; Ben. Mil. XLIX.66-72 (prisoner testimony).",
military-engagements,reg-43-santa-clara-uprising-threat,43,Santa Clara Uprising Threat,1794,1794,year,37.35,-121.97,place,defense,infra,"Fray Diego de Noboa warns: rancherías augmented, ""rompimiento muy semejante al de Sonora"" (uprising like Sonora). Exiled gentiles from Monterey/Santa Cruz fled with Christians. ""Situación muy crítica.""",Intelligence warning — no engagement,,"C-A 7, n52, p. 53.",
military-engagements,reg-49-stockade-at-mission-san-jose,49,Stockade at Mission San José,1797,1797,year,37.532,-121.925,place,defense,infra,"Estacada ordered: 70 varas long, 60 varas wide. Soldiers must carry arms at all times; weekly arms and cartridge inspection. Pedro Amador instructions.",Fortification construction,,"C-A 9, n33, pp. 54–55.",
military-engagements,reg-59-indian-prisoners-at-san-diego,59,Indian Prisoners at San Diego,1794,1794–1808,range,32.755,-117.195,place,defense,infra,"""Indios presidiarios"" maintained at $693/year at San Diego presidio. Indigenous prisoners as fiscal/military burden.",Prison infrastructure,,"C-A 16, n180.",
military-engagements,reg-60-neophyte-hermenegildo-condemned-to-death,60,Neophyte Hermenegildo Condemned to Death,1807-03-22,"March 22, 1807",exact,32.752,-117.188,place,defense,infra,Neophyte sentenced to capital punishment at San Diego. Extreme measure.,Capital punishment,,"C-A 16, n400.",
military-engagements,reg-71-arms-inventory-all-ca-presidios,71,Arms Inventory ALL CA Presidios,1782-01-08,"January 8, 1782",exact,34.1,-118.11,place,defense,infra,"Complete ""Relación del Armamento"" at San Gabriel. ALL 5 presidios: 263 swords (72 short), 376 mohanas (22 short), 289 escopetas (51 short), 434 pistol pairs. SF: 32 swords (13 short), 55 mohanas, 39 escopetas (12 short).",Baseline military capacity,,"C-A 22, n200, p. 561.",
military-engagements,chumash-revolt-santa-ines,,Chumash Revolt — Santa Inés,1824-02-21,"February 21, 1824",exact,34.6135,-120.07,place,battle,mexican,"LARGEST INDIGENOUS UPRISING IN CALIFORNIA. Trigger: flogging of Purísima neophyte by Cpl. Cota. Feb 21 afternoon: neophytes attacked soldiers, set fire to ""a large part of mission buildings."" Sgt. Anastasio Carrillo arrived next day with reinforcements. Hostile Indians fled to Purísima.",Chumash driven off — revolt spreads to La Purísima and Santa Barbara,,"Rafael González (Beebe & Senkewicz, pp. 323-365). Bancroft II, 527-536. Ripoll, Levantamiento, MS.",
military-engagements,chumash-revolt-la-purisima-seized,,Chumash Revolt — La Purísima Seized,1824,"February 21–22, 1824",range,34.67,-120.42,place,battle,mexican,"Same afternoon as Sta Inés. Cpl. Tapia + 4-5 soldiers defended families through night; surrendered when powder ran out. 4 white travelers killed (Sepúlveda, Sotelo + 2). 7 Indians killed. ~400 neophytes then fortified mission: palisades, loopholes in adobe, mounted old cannon + 2 swivel-guns, drilled for month. Padre Rodríguez stayed — ""no disposition to molest him.""",INDIGENOUS VICTORY — Chumash held fortified mission for 29 days,,"Bancroft II, 528-533. Purísima Lib. Mis., MS., 11. Beebe & Senkewicz, 323-365.",
military-engagements,chumash-revolt-santa-barbara,,Chumash Revolt — Santa Barbara,1824,"February 22–23, 1824",range,34.4373,-119.7143,place,battle,mexican,"Feb 22: Neophytes under Andrés armed themselves. Fought Capt. Guerra's troops ""several hours"" from behind corridor pillars with guns and arrows. Indians: 2 killed, 3 wounded (28 total dead later). Spanish: 4 wounded. Indians took property (respected church), fled to hills then Tulares. Ripoll ""sat at a window at the presidio overlooking the mission, weeping.""",Chumash strategic withdrawal to Tulares — retained autonomy for 4 months,,"Ripoll, Levantamiento, MS. Ord, Ocurrencias, MS., 7-11. Bancroft II, 530-531.",
military-engagements,recapture-of-la-purisima,,Recapture of La Purísima,1824-03-16,"March 16, 1824",exact,34.67,-120.42,place,battle,mexican,"Lt. Estrada: 109 men (16 artillery, 23 cavalry, 35 infantry, 35 Indian auxiliaries) + 4-pounder. 8 AM attack. 400 neophytes returned fire from cannon, swivels, muskets + arrows. Neophyte guns ineffective — ""ignorance of gunners."" Canon may have burst, killing defenders. Cavalry cut off escape. P. Rodríguez interceded. Over at 10:30 AM. Indians: 16 killed, many wounded. Spanish: 3 wounded (1 mortal). 7 sentenced to death + shot. 4 ringleaders: 10 yrs exile.",Mexican victory — 2.5 hour battle; 7 Chumash leaders executed,,"Estrada report (Dept. St. Pap. I.166-9, C-A 27). Gonzalez, Experiencias, MS. Bancroft II, 532-534.",
military-engagements,estanislao-s-first-revolt-sanchez-defeated,,Estanislao's First Revolt — Sánchez Defeated,1829,"May 5–8, 1829",range,37.75,-121.25,place,battle,mexican,"ESTANISLAO — ""a neophyte of more than ordinary ability, educated at Mission San José, of which establishment he was at one time alcalde."" Ran away 1827-28 with CIPRIANO. By Nov 1828 PP. Durán and Viader warned Martínez of general rising. Earlier ~20-man expedition accomplished nothing. Estanislao continued ""insulting challenges to the soldiers."" May 5-8: Alf. Sánchez with ~40 men + damaged swivel-gun. Divided into 6 parties of 6 under Cpls. Piña, Berreyesa, Soto. 2 of Piña's men ""so rash as to enter the wood"" — killed. ""Ammunition exhausted, men tired out, weather excessively hot."" Estanislao left unconquered. Cpl. Soto and pvts. Peña and Pacheco praised for gallantry.",INDIGENOUS VICTORY — Sánchez's force repulsed with heavy losses (~50% casualty rate),,"Sánchez, Campaña contra Estanislao, 1829, MS. Durán/Viader to Martínez Nov 1828 (Arch. Arzob. V.i.68-70). Beebe & Senkewicz, 366-412. Bancroft III, 110-112.",
military-engagements,estanislao-s-revolt-vallejo-s-expedition,,Estanislao's Revolt — Vallejo's Expedition,1829,"May 29 – Jun 4, 1829",range,37.76,-121.24,place,battle,mexican,"VALLEJO'S 3RD COMMAND — prior campaigns: Sierra Nevada from S. Miguel (1 killed, 15 wounded), Tulares (35 men, ""slain 48 Indians, no casualties""). 107 men + 3-pounder. Set impenetrable wood on fire. Sánchez with 25 men fought 2+ hrs in burning wood. Vallejo with 37 men found ""pits and ditches arranged with considerable skill"" — ""Indians could never have been dislodged except by the agency employed."" Pursued to Arroyo Seco: ""some negotiations"" then Indians declared ""they would die rather than surrender."" Cut road through chaparral with axes; 8 wounded; ammunition ran out. Night: Indians escaped one by one. Morning: only dead bodies + 3 women. ATROCITY: Piña records 6+ captives killed. Osio: ""order of no quarter given by Vallejo, infuriated auxiliaries wrought terrible carnage, pits for defences utilized as graves."" Fiscal concluded: only 1 man + 1 woman killed — woman ""unjustifiably by soldier Joaquín Alvarado."" Martínez: ""no decisive results obtained."" Pardoned Oct 7, 1829.",Pyrrhic Mexican victory — Estanislao escaped; atrocity investigation,,"Vallejo, Campaña, 1829. Piña, Diario, 1829. Osio, Hist. Cal., 126-38. Davis, Glimpses, 282-9. Vallejo Doc. XX.280 (prior campaigns). Bancroft III, 110-114.",
